"datetime","chest.temp","chest.activity"
2018-05-11 11:04:00,31.858,203.6
2018-05-11 11:09:00,32.142,243
2018-05-11 11:14:00,32.446,210.6
2018-05-11 11:19:00,32.106,208.8
2018-05-11 11:24:00,31.866,228.6
2018-05-11 11:29:00,32.094,216
2018-05-11 11:34:00,31.87,225.6
2018-05-11 11:39:00,31.914,145.6
2018-05-11 11:44:00,31.994,85.4
2018-05-11 11:49:00,32.286,74
2018-05-11 11:54:00,32.57,176.8
2018-05-11 11:59:00,32.246,222.4
2018-05-11 12:04:00,32.39,137
2018-05-11 12:09:00,32.57,161.8
2018-05-11 12:14:00,32.85,65.4
2018-05-11 12:19:00,32.97,48
2018-05-11 12:24:00,32.898,31.6
2018-05-11 12:29:00,32.938,95.4
2018-05-11 12:34:00,32.686,42.8
2018-05-11 12:39:00,32.534,38.4
2018-05-11 12:44:00,32.45,6.8
2018-05-11 12:49:00,32.362,42.8
2018-05-11 12:54:00,32.546,126.2
2018-05-11 12:59:00,32.63,203.6
2018-05-11 13:04:00,32.726,199.2
2018-05-11 13:09:00,32.838,194.2
2018-05-11 13:14:00,32.77,177.6
2018-05-11 13:19:00,32.726,132
2018-05-11 13:24:00,32.994,146.6
2018-05-11 13:29:00,32.814,176.6
2018-05-11 13:34:00,32.726,141.6
2018-05-11 13:39:00,32.554,185
2018-05-11 13:44:00,32.17,182.4
2018-05-11 13:49:00,32.11,186.4
2018-05-11 13:54:00,32.25,198.4
2018-05-11 13:59:00,32.234,201
2018-05-11 14:04:00,32.31,216.2
2018-05-11 14:09:00,32.31,196
2018-05-11 14:14:00,32.546,156.2
2018-05-11 14:19:00,32.834,102.8
2018-05-11 14:24:00,32.906,112.8
2018-05-11 14:29:00,33.026,120
2018-05-11 14:34:00,33.054,163.6
2018-05-11 14:39:00,33.006,204
2018-05-11 14:44:00,33.038,124.8
2018-05-11 14:49:00,32.846,202.6
2018-05-11 14:54:00,32.65,153.4
2018-05-11 14:59:00,32.682,79.8
2018-05-11 15:04:00,32.81,18.8
2018-05-11 15:09:00,32.81,12.4
2018-05-11 15:14:00,32.85,17.2
2018-05-11 15:19:00,32.902,85.6
2018-05-11 15:24:00,32.986,18.8
2018-05-11 15:29:00,33.126,13.2
2018-05-11 15:34:00,33.246,11.6
2018-05-11 15:39:00,33.402,32.8
2018-05-11 15:44:00,33.514,37.2
2018-05-11 15:49:00,33.554,13.2
2018-05-11 15:54:00,33.646,65.2
2018-05-11 15:59:00,33.762,136
2018-05-11 16:04:00,33.578,7.2
2018-05-11 16:09:00,33.714,8.8
2018-05-11 16:14:00,33.874,12
2018-05-11 16:19:00,33.566,44
2018-05-11 16:24:00,33.67,16.8
2018-05-11 16:29:00,33.718,21.2
2018-05-11 16:34:00,33.786,4.8
2018-05-11 16:39:00,33.774,4.8
2018-05-11 16:44:00,33.794,10
2018-05-11 16:49:00,33.882,12
2018-05-11 16:54:00,34.026,14.8
2018-05-11 16:59:00,34.026,12
2018-05-11 17:04:00,34.01,6.4
2018-05-11 17:09:00,33.962,27.4
2018-05-11 17:14:00,33.83,21.6
2018-05-11 17:19:00,33.766,33.6
2018-05-11 17:24:00,33.638,28
2018-05-11 17:29:00,33.554,34.8
2018-05-11 17:34:00,33.418,20.6
2018-05-11 17:39:00,33.378,26.4
2018-05-11 17:44:00,33.37,205
2018-05-11 17:49:00,33.166,229.8
2018-05-11 17:54:00,32.914,237.8
2018-05-11 17:59:00,32.906,100.8
2018-05-11 18:04:00,32.782,159.2
2018-05-11 18:09:00,32.63,30.6
2018-05-11 18:14:00,32.574,2.4
2018-05-11 18:19:00,32.59,52.4
2018-05-11 18:24:00,32.742,32
2018-05-11 18:29:00,32.774,107.2
2018-05-11 18:34:00,32.766,217
2018-05-11 18:39:00,33.002,170.6
2018-05-11 18:44:00,33.238,133.4
2018-05-11 18:49:00,33.458,84
2018-05-11 18:54:00,33.462,117.6
2018-05-11 18:59:00,32.926,101.2
2018-05-11 19:04:00,32.955,137
2018-05-11 19:09:00,NA,NA
2018-05-11 19:14:00,NA,NA
2018-05-11 19:19:00,NA,NA
2018-05-11 19:24:00,NA,NA
2018-05-11 19:29:00,NA,NA
2018-05-11 19:34:00,NA,NA
2018-05-11 19:39:00,32.5433333333333,9.33333333333333
2018-05-11 19:44:00,32.842,10.4
2018-05-11 19:49:00,32.778,31.2
2018-05-11 19:54:00,32.782,17.6
2018-05-11 19:59:00,32.69,190.8
2018-05-11 20:04:00,32.738,226.4
2018-05-11 20:09:00,32.746,209.4
2018-05-11 20:14:00,32.99,39.6
2018-05-11 20:19:00,33.09,31.6
2018-05-11 20:24:00,32.89,38.4
2018-05-11 20:29:00,32.706,31.2
2018-05-11 20:34:00,32.75,12.4
2018-05-11 20:39:00,32.91,18
2018-05-11 20:44:00,33.306,24.4
2018-05-11 20:49:00,33.606,42.4
2018-05-11 20:54:00,33.606,53.6
2018-05-11 20:59:00,33.666,21.2
2018-05-11 21:04:00,33.962,28
2018-05-11 21:09:00,34.042,21.2
2018-05-11 21:14:00,34.218,23.6
2018-05-11 21:19:00,34.366,10.2
2018-05-11 21:24:00,34.462,39
2018-05-11 21:29:00,34.546,25.2
2018-05-11 21:34:00,34.706,42.4
2018-05-11 21:39:00,34.93,12.8
2018-05-11 21:44:00,35.058,30.8
2018-05-11 21:49:00,35.158,18.4
2018-05-11 21:54:00,35.13,13.6
2018-05-11 21:59:00,35.242,11.2
2018-05-11 22:04:00,35.318,9.2
2018-05-11 22:09:00,35.354,16
2018-05-11 22:14:00,35.462,51.4
2018-05-11 22:19:00,35.454,173.6
2018-05-11 22:24:00,35.382,156.4
2018-05-11 22:29:00,35.422,150.6
2018-05-11 22:34:00,34.926,8.8
2018-05-11 22:39:00,35.19,6.4
2018-05-11 22:44:00,35.502,1.2
2018-05-11 22:49:00,35.706,0.4
2018-05-11 22:54:00,35.866,2
2018-05-11 22:59:00,35.99,1.6
2018-05-11 23:04:00,36.106,0
2018-05-11 23:09:00,36.218,0
2018-05-11 23:14:00,36.242,0
2018-05-11 23:19:00,36.29,0
2018-05-11 23:24:00,36.314,0.4
2018-05-11 23:29:00,36.354,0
2018-05-11 23:34:00,36.394,1.6
2018-05-11 23:39:00,36.23,0
2018-05-11 23:44:00,36.006,1.6
2018-05-11 23:49:00,36.118,2
2018-05-11 23:54:00,36.194,0.8
2018-05-11 23:59:00,36.202,2
2018-05-12 00:04:00,36.19,5.2
2018-05-12 00:09:00,36.218,16.4
2018-05-12 00:14:00,36.258,4.4
2018-05-12 00:19:00,36.098,0.4
2018-05-12 00:24:00,35.99,2.4
2018-05-12 00:29:00,35.898,1.6
2018-05-12 00:34:00,35.842,1.2
2018-05-12 00:39:00,35.85,0.8
2018-05-12 00:44:00,35.818,8
2018-05-12 00:49:00,35.762,10.4
2018-05-12 00:54:00,35.746,0.4
2018-05-12 00:59:00,35.598,6.4
2018-05-12 01:04:00,35.898,4
2018-05-12 01:09:00,35.59,10.8
2018-05-12 01:14:00,36.03,6.4
2018-05-12 01:19:00,36.01,14
2018-05-12 01:24:00,35.878,2
2018-05-12 01:29:00,36.19,0.4
2018-05-12 01:34:00,36.358,32.4
2018-05-12 01:39:00,35.95,32
2018-05-12 01:44:00,36.066,2.4
2018-05-12 01:49:00,36.154,6.4
2018-05-12 01:54:00,36.35,3.6
2018-05-12 01:59:00,36.43,9.6
2018-05-12 02:04:00,36.382,7.2
2018-05-12 02:09:00,36.178,8.4
2018-05-12 02:14:00,36.006,4
2018-05-12 02:19:00,36.134,19.2
2018-05-12 02:24:00,35.97,2
2018-05-12 02:29:00,36.082,9.2
2018-05-12 02:34:00,36.386,4.4
2018-05-12 02:39:00,36.314,0
2018-05-12 02:44:00,36.074,8.8
2018-05-12 02:49:00,36.226,1.2
2018-05-12 02:54:00,36.366,0
2018-05-12 02:59:00,36.558,0
2018-05-12 03:04:00,36.494,2.4
2018-05-12 03:09:00,36.438,1.2
2018-05-12 03:14:00,36.51,4
2018-05-12 03:19:00,36.63,1.6
2018-05-12 03:24:00,36.558,0
2018-05-12 03:29:00,36.614,2
2018-05-12 03:34:00,36.798,0.4
2018-05-12 03:39:00,36.83,11.2
2018-05-12 03:44:00,36.798,0.8
2018-05-12 03:49:00,36.474,2.8
2018-05-12 03:54:00,36.338,5.6
2018-05-12 03:59:00,36.17,0.8
2018-05-12 04:04:00,36.378,1.2
2018-05-12 04:09:00,36.526,7.6
2018-05-12 04:14:00,36.562,3.2
2018-05-12 04:19:00,36.042,8
2018-05-12 04:24:00,35.982,0
2018-05-12 04:29:00,35.982,0.4
2018-05-12 04:34:00,36.022,2.4
2018-05-12 04:39:00,35.962,6
2018-05-12 04:44:00,35.802,1.6
2018-05-12 04:49:00,35.698,6.8
2018-05-12 04:54:00,35.646,7.6
2018-05-12 04:59:00,35.714,5.6
2018-05-12 05:04:00,35.762,8.8
2018-05-12 05:09:00,35.762,2
2018-05-12 05:14:00,35.89,6.8
2018-05-12 05:19:00,36.142,5.6
2018-05-12 05:24:00,36.15,0
2018-05-12 05:29:00,35.962,0
2018-05-12 05:34:00,35.786,2
2018-05-12 05:39:00,35.666,4
2018-05-12 05:44:00,35.79,0
2018-05-12 05:49:00,35.99,0
2018-05-12 05:54:00,36.086,8.4
2018-05-12 05:59:00,36.166,10.4
2018-05-12 06:04:00,35.934,3.6
2018-05-12 06:09:00,35.682,10.4
2018-05-12 06:14:00,35.822,2.4
2018-05-12 06:19:00,35.966,2.4
2018-05-12 06:24:00,36.078,48
2018-05-12 06:29:00,35.83,165.6
2018-05-12 06:34:00,35.226,151.2
2018-05-12 06:39:00,35.066,167.4
2018-05-12 06:44:00,35.014,36.8
2018-05-12 06:49:00,34.982,18.8
2018-05-12 06:54:00,34.898,18.8
2018-05-12 06:59:00,34.446,11.2
2018-05-12 07:04:00,34.01,12.8
2018-05-12 07:09:00,33.674,9.4
2018-05-12 07:14:00,33.45,12.2
2018-05-12 07:19:00,33.33,126.6
2018-05-12 07:24:00,33.262,101.6
2018-05-12 07:29:00,33.338,22.4
2018-05-12 07:34:00,33.338,17.2
2018-05-12 07:39:00,33.402,6.8
2018-05-12 07:44:00,33.434,8
2018-05-12 07:49:00,33.642,4.8
2018-05-12 07:54:00,33.718,6
2018-05-12 07:59:00,33.662,9.2
2018-05-12 08:04:00,33.718,2
2018-05-12 08:09:00,33.702,2.8
2018-05-12 08:14:00,33.826,5.2
2018-05-12 08:19:00,33.826,8.4
2018-05-12 08:24:00,33.866,12.8
2018-05-12 08:29:00,34.01,64.8
2018-05-12 08:34:00,33.97,79.2
2018-05-12 08:39:00,33.918,86.2
2018-05-12 08:44:00,33.59,41.4
2018-05-12 08:49:00,33.37,0.4
2018-05-12 08:54:00,33.258,185.2
2018-05-12 08:59:00,33.014,146.8
2018-05-12 09:04:00,32.722,229.6
2018-05-12 09:09:00,32.498,209.6
2018-05-12 09:14:00,32.182,206.4
2018-05-12 09:19:00,31.702,143
2018-05-12 09:24:00,31.422,183.4
2018-05-12 09:29:00,31.25,203.6
2018-05-12 09:34:00,30.918,202.6
2018-05-12 09:39:00,30.746,210
2018-05-12 09:44:00,30.682,197.2
2018-05-12 09:49:00,30.678,201.8
2018-05-12 09:54:00,30.706,182
2018-05-12 09:59:00,31.138,169.2
2018-05-12 10:04:00,31.006,210.8
2018-05-12 10:09:00,30.698,194
2018-05-12 10:14:00,30.702,200
2018-05-12 10:19:00,30.67,120
2018-05-12 10:24:00,30.71,249.8
2018-05-12 10:29:00,30.61,245.6
2018-05-12 10:34:00,30.41,235
2018-05-12 10:39:00,30.362,236.4
2018-05-12 10:44:00,30.35,210.6
2018-05-12 10:49:00,30.406,123.2
2018-05-12 10:54:00,30.518,65.6
2018-05-12 10:59:00,30.29,6
2018-05-12 11:04:00,NA,NA
2018-05-12 11:09:00,NA,NA
2018-05-12 11:14:00,NA,NA
2018-05-12 11:19:00,NA,NA
2018-05-12 11:24:00,NA,NA
2018-05-12 11:29:00,30.3033333333333,18.6666666666667
2018-05-12 11:34:00,30.554,27.2
2018-05-12 11:39:00,31.058,13.2
2018-05-12 11:44:00,31.694,21.2
2018-05-12 11:49:00,31.73,203.2
2018-05-12 11:54:00,31.434,169.6
2018-05-12 11:59:00,31.422,50.8
2018-05-12 12:04:00,31.478,63.2
2018-05-12 12:09:00,31.706,53.6
2018-05-12 12:14:00,31.758,19.6
2018-05-12 12:19:00,31.622,147.2
2018-05-12 12:24:00,31.442,205.4
2018-05-12 12:29:00,31.258,202.6
2018-05-12 12:34:00,31.174,246.6
2018-05-12 12:39:00,31.314,231.8
2018-05-12 12:44:00,31.686,242
2018-05-12 12:49:00,32.002,248
2018-05-12 12:54:00,32.97,257.8
2018-05-12 12:59:00,33.202,165.6
2018-05-12 13:04:00,33.198,239
2018-05-12 13:09:00,32.866,216
2018-05-12 13:14:00,32.794,222
2018-05-12 13:19:00,32.918,224.6
2018-05-12 13:24:00,33.358,222.2
2018-05-12 13:29:00,33.938,223.6
2018-05-12 13:34:00,34.122,223.2
2018-05-12 13:39:00,34.17,214
2018-05-12 13:44:00,34.438,218.4
2018-05-12 13:49:00,34.806,219.6
2018-05-12 13:54:00,34.73,222
2018-05-12 13:59:00,34.654,220.2
2018-05-12 14:04:00,34.25,224.2
2018-05-12 14:09:00,33.91,235.4
2018-05-12 14:14:00,33.61,236
2018-05-12 14:19:00,33.534,230.4
2018-05-12 14:24:00,33.55,106.8
2018-05-12 14:29:00,33.538,83.2
2018-05-12 14:34:00,33.75,115.6
2018-05-12 14:39:00,33.746,60
2018-05-12 14:44:00,33.886,45.2
2018-05-12 14:49:00,34.05,142.8
2018-05-12 14:54:00,33.97,230.8
2018-05-12 14:59:00,34.166,230.2
2018-05-12 15:04:00,34.214,244
2018-05-12 15:09:00,33.79,161
2018-05-12 15:14:00,33.786,227.4
2018-05-12 15:19:00,33.798,223
2018-05-12 15:24:00,33.778,222.8
2018-05-12 15:29:00,33.702,229
2018-05-12 15:34:00,33.622,235.8
2018-05-12 15:39:00,33.274,194.8
2018-05-12 15:44:00,32.774,78
2018-05-12 15:49:00,32.438,162.2
2018-05-12 15:54:00,32.142,190.8
2018-05-12 15:59:00,32.338,193.4
2018-05-12 16:04:00,31.742,233
2018-05-12 16:09:00,31.734,132.4
2018-05-12 16:14:00,32.202,18.4
2018-05-12 16:19:00,32.394,8.4
2018-05-12 16:24:00,32.458,46.8
2018-05-12 16:29:00,32.63,12.8
2018-05-12 16:34:00,32.818,84.4
2018-05-12 16:39:00,32.626,49.6
2018-05-12 16:44:00,32.89,19.6
2018-05-12 16:49:00,32.982,21.6
2018-05-12 16:54:00,33.098,14
2018-05-12 16:59:00,33.29,10
2018-05-12 17:04:00,33.578,17.6
2018-05-12 17:09:00,33.766,40.8
2018-05-12 17:14:00,33.858,120.2
2018-05-12 17:19:00,33.554,196.2
2018-05-12 17:24:00,33.602,14
2018-05-12 17:29:00,33.438,60.4
2018-05-12 17:34:00,33.426,12.4
2018-05-12 17:39:00,33.442,7.6
2018-05-12 17:44:00,33.586,62
2018-05-12 17:49:00,33.49,226
2018-05-12 17:54:00,33.29,197.8
2018-05-12 17:59:00,33.15,208.6
2018-05-12 18:04:00,33.002,171
2018-05-12 18:09:00,33.054,222.4
2018-05-12 18:14:00,33.142,189.8
2018-05-12 18:19:00,33.078,141.2
2018-05-12 18:24:00,32.994,146.8
2018-05-12 18:29:00,32.914,140.2
2018-05-12 18:34:00,32.686,179
2018-05-12 18:39:00,32.45,149.6
2018-05-12 18:44:00,32.202,44.8
2018-05-12 18:49:00,32.15,27
2018-05-12 18:54:00,32.126,120.4
2018-05-12 18:59:00,NA,NA
2018-05-12 19:04:00,NA,NA
2018-05-12 19:09:00,NA,NA
2018-05-12 19:14:00,NA,NA
2018-05-12 19:19:00,NA,NA
2018-05-12 19:24:00,NA,NA
2018-05-12 19:29:00,NA,NA
2018-05-12 19:34:00,NA,NA
2018-05-12 19:39:00,30.9433333333333,15.3333333333333
2018-05-12 19:44:00,31.01,11.6
2018-05-12 19:49:00,31.034,35.6
2018-05-12 19:54:00,31.046,16.4
2018-05-12 19:59:00,30.994,50
2018-05-12 20:04:00,31.05,28.4
2018-05-12 20:09:00,31.158,15.6
2018-05-12 20:14:00,31.29,36
2018-05-12 20:19:00,31.43,28.4
2018-05-12 20:24:00,31.574,27.6
2018-05-12 20:29:00,31.718,50.4
2018-05-12 20:34:00,31.974,133.8
2018-05-12 20:39:00,32.102,59.8
2018-05-12 20:44:00,32.218,48.8
2018-05-12 20:49:00,32.158,60.8
2018-05-12 20:54:00,32.182,40.4
2018-05-12 20:59:00,32.214,20.4
2018-05-12 21:04:00,32.39,30
2018-05-12 21:09:00,32.662,17.6
2018-05-12 21:14:00,32.842,21.2
2018-05-12 21:19:00,32.874,54.2
2018-05-12 21:24:00,33.026,25.4
2018-05-12 21:29:00,33.198,84
2018-05-12 21:34:00,33.314,45.2
2018-05-12 21:39:00,33.426,17.6
2018-05-12 21:44:00,33.45,26.4
2018-05-12 21:49:00,33.466,15.6
2018-05-12 21:54:00,33.45,35.6
2018-05-12 21:59:00,33.758,14.8
2018-05-12 22:04:00,34.146,6
2018-05-12 22:09:00,34.246,14
2018-05-12 22:14:00,34.346,33
2018-05-12 22:19:00,34.37,93.4
2018-05-12 22:24:00,34.414,155.8
2018-05-12 22:29:00,34.478,204
2018-05-12 22:34:00,34.406,76
2018-05-12 22:39:00,34.178,96.8
2018-05-12 22:44:00,34.514,221
2018-05-12 22:49:00,34.322,66.2
2018-05-12 22:54:00,34.634,0.4
2018-05-12 22:59:00,35.078,0.8
2018-05-12 23:04:00,35.418,0.4
2018-05-12 23:09:00,35.626,0.4
2018-05-12 23:14:00,35.754,0.8
2018-05-12 23:19:00,35.966,8.8
2018-05-12 23:24:00,35.862,1.6
2018-05-12 23:29:00,35.886,0.4
2018-05-12 23:34:00,35.926,3.6
2018-05-12 23:39:00,35.998,1.2
2018-05-12 23:44:00,36.114,1.6
2018-05-12 23:49:00,36.186,0.8
2018-05-12 23:54:00,36.25,0.4
2018-05-12 23:59:00,36.282,10.8
2018-05-13 00:04:00,36.378,10.4
2018-05-13 00:09:00,36.37,1.2
2018-05-13 00:14:00,36.338,0.4
2018-05-13 00:19:00,36.338,2.8
2018-05-13 00:24:00,36.338,0.4
2018-05-13 00:29:00,36.43,2
2018-05-13 00:34:00,36.41,2.8
2018-05-13 00:39:00,36.534,2
2018-05-13 00:44:00,36.582,1.2
2018-05-13 00:49:00,36.662,1.6
2018-05-13 00:54:00,36.702,27.2
2018-05-13 00:59:00,36.118,44
2018-05-13 01:04:00,35.734,13.2
2018-05-13 01:09:00,35.99,0.8
2018-05-13 01:14:00,36.122,4
2018-05-13 01:19:00,36.022,0.8
2018-05-13 01:24:00,35.99,34
2018-05-13 01:29:00,35.642,8.8
2018-05-13 01:34:00,35.75,0
2018-05-13 01:39:00,36.074,2.8
2018-05-13 01:44:00,36.306,1.6
2018-05-13 01:49:00,36.418,9.6
2018-05-13 01:54:00,35.922,5.2
2018-05-13 01:59:00,35.458,1.6
2018-05-13 02:04:00,35.226,2
2018-05-13 02:09:00,35.094,0.4
2018-05-13 02:14:00,35.042,10.8
2018-05-13 02:19:00,35.334,5.6
2018-05-13 02:24:00,35.478,5.2
2018-05-13 02:29:00,35.478,0.8
2018-05-13 02:34:00,35.406,3.6
2018-05-13 02:39:00,35.358,0.8
2018-05-13 02:44:00,35.374,0.8
2018-05-13 02:49:00,35.298,0.4
2018-05-13 02:54:00,35.41,10
2018-05-13 02:59:00,35.746,15.2
2018-05-13 03:04:00,35.702,0.4
2018-05-13 03:09:00,35.502,0.4
2018-05-13 03:14:00,35.374,0.4
2018-05-13 03:19:00,35.29,0
2018-05-13 03:24:00,35.29,12.4
2018-05-13 03:29:00,35.366,4
2018-05-13 03:34:00,35.29,0.8
2018-05-13 03:39:00,35.314,0.8
2018-05-13 03:44:00,35.334,0.8
2018-05-13 03:49:00,35.406,1.6
2018-05-13 03:54:00,35.462,6.4
2018-05-13 03:59:00,35.63,0.8
2018-05-13 04:04:00,35.914,1.6
2018-05-13 04:09:00,36.062,7.2
2018-05-13 04:14:00,36.258,0
2018-05-13 04:19:00,36.362,2.8
2018-05-13 04:24:00,36.294,16.2
2018-05-13 04:29:00,36.078,8.2
